Order_id,Order_Date, Unit_Cost , Unit_Price ,Order_Qty,Channel,Promotion_Name,Product_Name,Product_SubCategory,Product_Category,State,Zone
16490,26 05 2014,3.57,37.95,20,Store,No Discount,NT Bluetooth Active Headphones E202 White,Bluetooth Headphones,Audio,Cross River,South South
16491,21 09 2013,88.34,198,10,Reseller,No Discount,A. Datum Point Shoot Digital Camera M500 Black,Digital Cameras,Cameras and camcorders ,Kwara,North Central
16492,21 10 2013,69.49,91,13,Store,Xmas Holiday Promotion,Proseware Laser Fax Printer E100 Grey,"Printers, Scanners & Fax",Computers,Enugu,South East
16494,26 06 2014,599.55,699,10,Store,No Discount,Simpson Laptop15 M1500 Black,Laptops,Computers,Jigawa,North West
16495,17 10 2012,5.08,14.19,6,Store,Xmas Holiday Promotion,Kekule Phone with Memory Dialing-single line E88 White,Home & Office Phones,Cell phones,Edo,South South
16496,24 12 2012,16.59,28.99,13,Store,Xmas Holiday Promotion,Kekule Hybrid system M60 Grey,Home & Office Phones,Cell phones,Kebbi,North West
16497,24 04 2012,32.43,129,5,Online,No Discount,A. Datum Compact Digital Camera M200 Silver,Digital Cameras,Cameras and camcorders ,Ebonyi,South East
16498,3 08 2012,22.41,499,24,Online,Adventist Promotion,WWI Projector 480p DLP12 White,Projectors & Screens,Computers,Ebonyi,South East
16501,27 06 2013,8.69,33.99,12,Online,No Discount,SV 512MB Laptop memory E800 Black,Computers Accessories,Computers,Kwara,North Central
16502,15 04 2014,100.32,480,12,Reseller,Easter Promotion,Kekule Home Theater System 4.1 Channel M1420 Silver,Home Theater System,TV and Video,Kwara,North Central
16503,17 05 2012,23.35,139,6,Store,Easter Promotion,Proseware LCD19 E1000 White,Monitors,Computers,Ondo,South West
16505,12 06 2014,5,26.9,20,Store,No Discount,Kekule Bright Light battery E20 Black,Computers Accessories,Computers,Ondo,South West
16506,8 02 2012,501.9,758,9,Catalog,Deeper Promotion,WWI Laptop15.4W M0156 Black,Laptops,Computers,Ebonyi,South East
16507,13 07 2012,6.18,14.99,100,Reseller,No Discount,Kekule Rubberized Skin BlackBerry E100 White,Cell phones Accessories,Cell phones,Kwara,North Central
16508,30 09 2012,7.12,229,10,Store,No Discount,Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey,"Printers, Scanners & Fax",Computers,Delta,South South
16510,26 06 2013,110.41,308,12,Store,Adventist Promotion,The Phone Company Touch Screen Phones Capacitive M908 Grey,Touch Screen Phones ,Cell phones,Zamfara,North West
16512,25 07 2013,126.74,163,20,Online,No Discount,Proseware Office Jet All-in-One Printer M500 White,"Printers, Scanners & Fax",Computers,Kwara,North Central
16514,30 09 2013,641.8,"1,600.00",10,Store,No Discount,Fabrikam Independent Filmmaker 1'' 25mm X400 Grey,Camcorders,Cameras and camcorders ,Ebonyi,South East
16515,1 03 2012,56.18,219.95,12,Reseller,Deeper Promotion,WWI Desktop PC1.60 E1600 Black,Desktops,Computers,Delta,South South
16516,2 03 2013,531.72,880,9,Store,Deeper Promotion,Fabrikam Business Videographer 1/2'' 3mm M500 Black,Camcorders,Cameras and camcorders ,Borno,North East
16517,6 03 2012,100.25,328,5,Store,No Discount,"Fabrikam SLR Camera 35"" M358 Orange",Digital SLR Cameras,Cameras and camcorders ,Zamfara,North West
16518,11 04 2012,1.49,31,10,Store,No Discount,Kekule Integrated Business Phone L08 Black,Home & Office Phones,Cell phones,Zamfara,North West
16519,28 05 2013,324.18,456.9,12,Reseller,Easter Promotion,Fabrikam Laptop14.1W M4180 Red,Laptops,Computers,Kwara,North Central
16522,5 10 2013,25.25,186.9,10,Store,No Discount,A. Datum Bridge Digital Camera M300 Green,Digital Cameras,Cameras and camcorders ,Delta,South South
16523,9 08 2012,239.08,310,12,Store,Adventist Promotion,The Phone Company PDA Wifi 3.7-inch M250 White,Smart phones & PDAs ,Cell phones,Edo,South South
16526,18 06 2013,8.35,16,12,Store,Adventist Promotion,Kekule Phone for MSN E200 Black,Home & Office Phones,Cell phones,Cross River,South South
16528,5 03 2013,36.89,279.99,12,Store,New Year Promotion,"Simpson 19"" Portable LCD HDTV M110 Silver",Televisions,TV and Video,Jigawa,North West
16531,24 04 2014,3.59,9.99,40,Catalog,No Discount,SV DVD 38 DVD Storage Binder E25 Black,Movie DVD,"Music, Movies and Audio Books",Ebonyi,South East
16532,2 09 2014,195.72,279,10,Store,No Discount,Proseware LCD20W M230 Black,Monitors,Computers,Edo,South South
16533,22 08 2013,95.49,99,12,Store,Adventist Promotion,Proseware LCD17 E200 White,Monitors,Computers,FCT,Federal Capital Territory
16535,2 02 2014,113.04,301,9,Reseller,Deeper Promotion,Kekule Sharp Touch Screen Phones M910 Black,Touch Screen Phones ,Cell phones,Delta,South South
16536,1 03 2013,145.2,158,9,Store,Deeper Promotion,Fabrikam Social Videographer 2/3'' 17mm E100 White,Camcorders,Cameras and camcorders ,Cross River,South South
16538,24 11 2012,386.16,569,13,Store,Winners Promotion,Litware Home Theater System 5.1 Channel M515 Brown,Home Theater System,TV and Video,Cross River,South South
16539,13 03 2013,153.58,180,10,Store,No Discount,"Fabrikam Social Videographer 1"" 25mm E400 Orange",Camcorders,Cameras and camcorders ,Edo,South South
16540,30 10 2012,154.51,599,13,Online,Xmas Holiday Promotion,Simpson Laptop16 M1601 Silver,Laptops,Computers,Kwara,North Central
16541,8 11 2013,6.38,150,13,Online,Winners Promotion,Kekule Bluetooth Notebook Mouse X305 Silver,Computers Accessories,Computers,Ebonyi,South East
16543,15 02 2012,119.04,179.99,9,Reseller,Deeper Promotion,Kekule DVD 12-Inch Player Portable M400 Silver,Movie DVD,"Music, Movies and Audio Books",Delta,South South
16545,15 11 2012,275.23,579,13,Store,Winners Promotion,Litware Home Theater System 5.1 Channel M516 Silver,Home Theater System,TV and Video,Akwa Ibom,South South
16549,22 05 2012,193.96,436.2,10,Store,No Discount,"Fabrikam SLR Camera 35"" X358 Silver",Digital SLR Cameras,Cameras and camcorders ,Bayelsa,South South
16550,28 07 2013,363.78,382.95,9,Online,August Promotion,Simpson Laptop12 M1201 Blue,Laptops,Computers,Nasarawa,North Central
16551,18 03 2014,22.16,165,24,Online,New Year Promotion,A. Datum Ultra Compact Digital Camera M190 Black,Digital Cameras,Cameras and camcorders ,Nasarawa,North Central
16552,20 05 2014,338.46,"2,899.99",10,Store,No Discount,"Simpson 52"" LCD HDTV X590 Black",Televisions,TV and Video,Ekiti,South West
16554,24 07 2014,5.24,33.9,12,Online,Adventist Promotion,Kekule Primary Extended Capacity Battery Pack - notebook battery X100 Black,Computers Accessories,Computers,Ebonyi,South East
16557,9 04 2012,6.44,14.99,100,Store,No Discount,Kekule Rubberized Skin BlackBerry E100 Black,Cell phones Accessories,Cell phones,Akwa Ibom,South South
16558,7 10 2014,23.39,23.72,520,Store,Xmas Holiday Promotion,Kekule Phone Tough Skin Case E140 Black,Cell phones Accessories,Cell phones,Kwara,North Central
16559,30 11 2013,88.86,115,13,Store,Winners Promotion,WWI Wireless Bluetooth Stereo Headphones M270 Pink,Bluetooth Headphones,Audio,Ebonyi,South East
16564,8 03 2013,223.63,255,27,Online,Hammartan Promotion,The Phone Company PDA Handheld 3.5 inch M610 Black,Smart phones & PDAs ,Cell phones,Kwara,North Central
16565,1 04 2014,61.03,139,36,Reseller,Hammartan Promotion,Proseware Screen 85in E1010 Black,Projectors & Screens,Computers,Kwara,North Central
16566,27 06 2014,247.65,329,24,Catalog,Adventist Promotion,Kekule Home Theater System 2.1 Channel M1210 Brown,Home Theater System,TV and Video,Ebonyi,South East
16567,2 11 2014,86.21,239,13,Reseller,Xmas Holiday Promotion,The Phone Company Smart phones 4 GB of Memory M300 Black,Smart phones & PDAs ,Cell phones,Kwara,North Central
16569,15 04 2012,28.13,43.81,12,Online,Easter Promotion,Kekule Expandable 4-Handset Cordless Phone System M206 White,Home & Office Phones,Cell phones,Kwara,North Central
16572,19 04 2013,413.13,"1,560.00",10,Store,No Discount,Fabrikam Independent Filmmaker 1/2'' 3mm X300 Black,Camcorders,Cameras and camcorders ,Ebonyi,South East
16573,1 05 2014,22.32,188,12,Online,Easter Promotion,A. Datum All in One Digital Camera M200 Silver,Digital Cameras,Cameras and camcorders ,Kwara,North Central
16575,14 01 2013,80.77,129,9,Store,Deeper Promotion,Proseware LCD17W E202 White,Monitors,Computers,Delta,South South
16577,5 05 2014,329.15,326,20,Store,No Discount,Simpson Laptop8.9 E0890 Black,Laptops,Computers,Borno,North East
16578,28 10 2014,222.11,758,8,Store,Convention Promotion,Fabrikam Laptop15.4W M5480 White,Laptops,Computers,Kwara,North Central
16579,11 03 2014,389.92,"1,580.00",10,Store,No Discount,"Fabrikam Independent Filmmaker 1/2"" 3mm X300 Orange",Camcorders,Cameras and camcorders ,Anambra,South East
16581,28 08 2013,28.69,186.9,12,Store,Adventist Promotion,A. Datum Bridge Digital Camera M300 Pink,Digital Cameras,Cameras and camcorders ,Edo,South South
16582,10 01 2012,2.53,21.57,4,Store,Deeper Promotion,Kekule 2G MP3 Player E200 Silver,MP4&MP3,Audio,Edo,South South
16583,5 04 2012,748.94,999,10,Store,No Discount,WWI Projector 720p DLP56 Silver,Projectors & Screens,Computers,Edo,South South
16584,24 05 2012,10.2,22.89,10,Store,No Discount,SV DVD 60 DVD Storage Binder L20 Red,Movie DVD,"Music, Movies and Audio Books",Edo,South South
16585,5 07 2012,164.05,889,36,Catalog,Adventist Promotion,Kekule Home Theater System 7.1 Channel M1700 Silver,Home Theater System,TV and Video,Ebonyi,South East
16586,14 08 2012,"1,027.06","1,560.00",12,Store,Adventist Promotion,Fabrikam Independent Filmmaker 1/3'' 8.5mm X200 Grey,Camcorders,Cameras and camcorders ,Edo,South South
16587,18 06 2013,66.47,856,12,Store,No Discount,"Fabrikam Business Videographer 1/3"" 8.5mm M380 Blue",Camcorders,Cameras and camcorders ,Oyo,South West
16588,27 03 2014,234.24,293,12,Reseller,New Year Promotion,Kekule Touch Screen Phones SAW/On-wall M806 Black,Touch Screen Phones ,Cell phones,Ogun,South West
16591,6 01 2012,102.37,228,9,Store,Hammartan Promotion,Proseware Color Inkjet Fax with 5.8 GHz Cordless Handset X250 Black,"Printers, Scanners & Fax",Computers,Kebbi,North West
16592,2 01 2013,463.04,888,9,Store,Deeper Promotion,Fabrikam Business Videographer 1'' 25mm M600 Black,Camcorders,Cameras and camcorders ,Borno,North East
16593,25 01 2014,36.76,102,36,Catalog,Deeper Promotion,Proseware Photo Inkjet Printer E290 Black,"Printers, Scanners & Fax",Computers,Ebonyi,South East
16594,28 05 2012,230.66,312,5,Store,No Discount,A. Datum SLR Camera M141 Blue,Digital SLR Cameras,Cameras and camcorders ,Cross River,South South
16595,14 08 2014,194.95,269,10,Store,No Discount,The Phone Company Smart phones 8 GB of Memory M400 Gold,Smart phones & PDAs ,Cell phones,Kebbi,North West
16596,14 09 2014,4.59,200,10,Store,No Discount,A. Datum Rangefinder Digital Camera X200 Black,Digital Cameras,Cameras and camcorders ,Borno,North East
16597,30 08 2013,167.02,312,12,Store,Adventist Promotion,A. Datum SLR Camera M135 Black,Digital SLR Cameras,Cameras and camcorders ,Ebonyi,South East
16598,21 02 2013,38.67,148,9,Reseller,Hammartan Promotion,A. Datum Slim Digital Camera M180 Pink,Digital Cameras,Cameras and camcorders ,Kwara,North Central
16599,18 03 2014,126.88,181,12,Store,New Year Promotion,WWI 2GB Spy Video Recorder Pen M300 Black,Recording Pen,Audio,Abia,South East
16600,25 03 2014,55.89,289.99,10,Store,No Discount,SV DVD 15-Inch Player Portable L200 Silver,Movie DVD,"Music, Movies and Audio Books",Zamfara,North West
16601,11 11 2014,62.56,290,13,Store,Winners Promotion,Kekule Pen Touch Screen Phones M320 Black,Touch Screen Phones ,Cell phones,Kaduna,North West
16602,30 09 2013,14.44,228,10,Store,No Discount,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 White,"Printers, Scanners & Fax",Computers,Edo,South South
16603,1 02 2012,624.91,999,12,Store,New Year Promotion,WWI Projector 720p DLP56 Black,Projectors & Screens,Computers,Zamfara,North West
16605,22 07 2013,37.08,99,12,Store,Adventist Promotion,Simpson LCD17 E200 Black,Monitors,Computers,Delta,South South
16611,29 05 2012,238.44,699,10,Reseller,No Discount,Simpson Laptop15 M1501 Silver,Laptops,Computers,Delta,South South
16612,7 02 2012,143.59,160,4,Online,Deeper Promotion,Fabrikam Social Videographer 2/3'' 17mm E100 Grey,Camcorders,Cameras and camcorders ,Ebonyi,South East
16615,29 04 2013,2.43,9.5,10,Store,No Discount,Kekule Power Inverter - DC to AC power inverter E900 Grey,Computers Accessories,Computers,Akwa Ibom,South South
16616,16 04 2013,22.5,329,10,Store,No Discount,Kekule Home Theater System 4.1 Channel M1410 White,Home Theater System,TV and Video,Delta,South South
16617,30 04 2014,1.65,22.89,6,Reseller,Easter Promotion,Kekule DVD 60 DVD Storage Binder L20 Black,Movie DVD,"Music, Movies and Audio Books",Kwara,North Central
16622,14 02 2012,75.63,129,12,Reseller,New Year Promotion,Simpson LCD17W E203 Black,Monitors,Computers,Ogun,South West
16624,18 04 2012,29.74,59.99,5,Store,No Discount,Kekule 4G MP3 Player E400 Green,MP4&MP3,Audio,Borno,North East
16625,7 04 2012,4.39,12.95,5,Store,No Discount,Kekule Rechargeable Battery E100 Black,Computers Accessories,Computers,Zamfara,North West
16627,14 05 2012,63.82,79,20,Store,No Discount,SV 4GB Laptop Memory M65 Blue,Computers Accessories,Computers,Zamfara,North West
16628,8 11 2012,18.66,480.5,13,Store,Xmas Holiday Promotion,Fabrikam SLR Camera X150 Green,Digital SLR Cameras,Cameras and camcorders ,Kebbi,North West
16629,7 05 2014,159.12,"1,560.00",10,Store,No Discount,Fabrikam Independent Filmmaker 1/3'' 8.5mm X200 Grey,Camcorders,Cameras and camcorders ,Borno,North East
16630,23 04 2014,110.06,178,20,Reseller,No Discount,Fabrikam Social Videographer 1/2'' 3mm E300 White,Camcorders,Cameras and camcorders ,Delta,South South
16633,25 04 2013,37.05,158,10,Online,No Discount,"Fabrikam Social Videographer 2/3"" 17mm E100 Blue",Camcorders,Cameras and camcorders ,Nasarawa,North Central
16634,21 12 2012,10.33,228,13,Online,Xmas Holiday Promotion,Proseware Color Inkjet Fax with 5.8 GHz Cordless Handset X250 Black,"Printers, Scanners & Fax",Computers,Kwara,North Central
16635,22 01 2013,304.82,588,9,Store,Deeper Promotion,"A. Datum SLR Camera 35"" X358 Gold",Digital SLR Cameras,Cameras and camcorders ,Ebonyi,South East
16636,14 04 2012,157.21,332,10,Store,No Discount,Kekule SLR Camera M144 Silver Grey,Digital SLR Cameras,Cameras and camcorders ,Ebonyi,South East
16637,12 05 2014,77.38,160,12,Store,Easter Promotion,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Black,"Printers, Scanners & Fax",Computers,Oyo,South West
16638,6 05 2014,6.57,56.99,20,Online,No Discount,SV DVD Player M100 Black,Movie DVD,"Music, Movies and Audio Books",Ebonyi,South East
16639,24 08 2014,107.79,229,6,Store,Adventist Promotion,Proseware Professional Quality Plain-Paper Fax and Copier X100 White,"Printers, Scanners & Fax",Computers,Borno,North East
16640,2 11 2013,5.71,28,13,Store,Xmas Holiday Promotion,Kekule Digital Camera/Camcorder USB Cable E324 White,Cameras & Camcorders Accessories,Cameras and camcorders ,Kebbi,North West
16642,6 06 2012,615.2,"1,620.00",12,Store,Adventist Promotion,"Fabrikam Independent Filmmaker 1"" 25mm X400 Blue",Camcorders,Cameras and camcorders ,Borno,North East
16643,15 09 2012,143.57,165,5,Store,No Discount,A. Datum Ultra Compact Digital Camera M190 Silver,Digital Cameras,Cameras and camcorders ,Jigawa,North West
16644,30 11 2012,168.8,219.95,18,Catalog,Winners Promotion,WWI Desktop PC1.60 E1600 White,Desktops,Computers,Ebonyi,South East
16646,22 09 2013,44.51,249.99,8,Reseller,Convention Promotion,WWI Wireless Transmitter and Bluetooth Headphones X250 White,Bluetooth Headphones,Audio,Ogun,South West
16647,26 08 2013,10.57,22.89,12,Store,Adventist Promotion,SV DVD 60 DVD Storage Binder L20 Silver,Movie DVD,"Music, Movies and Audio Books",Zamfara,North West
16648,27 03 2012,146.52,436.2,10,Catalog,No Discount,"Fabrikam SLR Camera 35"" X358 Silver",Digital SLR Cameras,Cameras and camcorders ,Ebonyi,South East
16649,30 08 2012,5.69,13,6,Store,Adventist Promotion,Kekule Optical Wheel OEM PS/2 Mouse E60 Silver,Computers Accessories,Computers,Edo,South South
16650,25 05 2013,180.69,856,12,Store,Easter Promotion,Fabrikam Business Videographer 1/3'' 8.5mm M380 White,Camcorders,Cameras and camcorders ,Kebbi,North West
16652,8 07 2014,90.4,200,40,Online,No Discount,"Simpson 20"" Analog CRT TV E45 Silver",Televisions,TV and Video,Kwara,North Central
16656,14 06 2014,144.65,358,12,Store,No Discount,"Kekule SLR Camera 35"" M358 Pink",Digital SLR Cameras,Cameras and camcorders ,Akwa Ibom,South South
16658,9 02 2012,8.57,47.95,4,Store,Deeper Promotion,NT Wireless Bluetooth Stereo Headphones E102 White,Bluetooth Headphones,Audio,Edo,South South
16659,4 04 2012,9,11.5,5,Store,No Discount,Kekule Desktop Alternative Bundle E200 White,Computers Accessories,Computers,Delta,South South
16660,14 09 2012,128.75,248,10,Store,No Discount,Proseware High-Performance Business-Class Laser Fax X200 White,"Printers, Scanners & Fax",Computers,Osun,South West
16661,4 12 2012,173.75,620,13,Store,Xmas Holiday Promotion,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Black,Camcorders,Cameras and camcorders ,Kebbi,North West
16662,26 11 2012,3.56,75.99,6,Store,Xmas Holiday Promotion,SV 40GB USB2.0 Portable Hard Disk E400 Silver,Computers Accessories,Computers,Benue,North Central
16663,22 03 2013,138.18,188.5,10,Store,No Discount,A. Datum Advanced Digital Camera M300 Azure,Digital Cameras,Cameras and camcorders ,Anambra,South East
16667,20 03 2012,96.75,188.5,10,Store,No Discount,A. Datum Advanced Digital Camera M300 Black,Digital Cameras,Cameras and camcorders ,Ebonyi,South East
16668,18 04 2012,2.63,9.99,5,Store,No Discount,Kekule DVD 38 DVD Storage Binder E25 Black,Movie DVD,"Music, Movies and Audio Books",Ebonyi,South East
16669,6 09 2013,331.51,411,10,Store,No Discount,Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 White,Camcorders,Cameras and camcorders ,Kaduna,North West
16670,7 02 2014,0.03,19.9,18,Store,Deeper Promotion,Kekule Battery charger - bike E200 White,Computers Accessories,Computers,Edo,South South
16672,23 08 2014,116.49,190,20,Store,No Discount,Kekule Screen 100in E010 White,Projectors & Screens,Computers,Enugu,South East
16673,20 02 2012,9.48,15.9,4,Reseller,Deeper Promotion,Kekule USB Wave Multi-media Keyboard E280 Black,Computers Accessories,Computers,Delta,South South
16674,23 07 2012,22.8,109,5,Store,No Discount,Proseware Screen 80in E1010 Silver,Projectors & Screens,Computers,Katsina,North West
16679,28 01 2012,151.49,149.95,4,Store,New Year Promotion,WWI 1GBPulse Smart pen E50 Black,Recording Pen,Audio,Imo,South East
16680,18 07 2012,47.03,67.4,12,Catalog,Adventist Promotion,WWI Stereo Bluetooth Headphones E1000 Silver,Bluetooth Headphones,Audio,Ebonyi,South East
16681,24 07 2012,174.74,180,12,Catalog,Adventist Promotion,Fabrikam Social Videographer 1'' 25mm E400 Grey,Camcorders,Cameras and camcorders ,Ebonyi,South East
16682,11 10 2014,232.46,699,8,Store,Convention Promotion,WWI Laptop15 M0150 Blue,Laptops,Computers,Oyo,South West
16683,24 04 2013,79.18,559,72,Online,Easter Promotion,WWI Desktop PC2.30 M2300 Silver,Desktops,Computers,Kwara,North Central
16684,8 06 2013,113.52,281,12,Store,No Discount,A. Datum Consumer Digital Camera E100 Black,Digital Cameras,Cameras and camcorders ,Kebbi,North West
16685,27 08 2014,134.91,588,10,Reseller,No Discount,"A. Datum SLR Camera 35"" X358 Silver",Digital SLR Cameras,Cameras and camcorders ,Kwara,North Central
16687,22 01 2014,59.84,269,18,Reseller,Hammartan Promotion,SV Car Video TFT6.2W E6282 Brown,Car Video,TV and Video,Kwara,North Central
16691,13 04 2012,49.67,49.96,5,Store,No Discount,Kekule Carrying Case E312 Blue,Cameras & Camcorders Accessories,Cameras and camcorders ,Cross River,South South
16692,1 08 2012,4.55,349.95,12,Store,Adventist Promotion,"Simpson 20"" LCD HDTV M120 Silver",Televisions,TV and Video,Delta,South South
16693,9 10 2014,54.44,383,13,Store,Xmas Holiday Promotion,Fabrikam Laptop10.1 M0100 White,Laptops,Computers,Katsina,North West
16694,27 11 2012,66.57,102,18,Catalog,Winners Promotion,Proseware Photo Inkjet Printer E290 Black,"Printers, Scanners & Fax",Computers,Ebonyi,South East
16696,27 05 2013,34.69,37.95,10,Store,No Discount,NT Bluetooth Active Headphones E202 Red,Bluetooth Headphones,Audio,Ogun,South West
16697,22 04 2012,140.95,199.95,10,Store,No Discount,WWI 2GB Pulse Smart pen M100 White,Recording Pen,Audio,Ebonyi,South East
16699,7 05 2013,400.28,"1,592.20",10,Online,No Discount,"Simpson 52"" LCD HDTV X790W Brown",Televisions,TV and Video,Nasarawa,North Central
16700,30 06 2014,15.08,158,10,Store,No Discount,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green","Printers, Scanners & Fax",Computers,Zamfara,North West
16702,23 01 2014,247.66,599,9,Store,Hammartan Promotion,Proseware Laptop16 M610 White,Laptops,Computers,Kebbi,North West
16703,6 12 2013,331.43,432,9,Store,Deeper Promotion,Fabrikam Budget Movie-Maker 1/2'' 3mm E300 Black,Camcorders,Cameras and camcorders ,Edo,South South
16704,18 08 2012,123.6,196.9,12,Store,Adventist Promotion,A. Datum SLR-like Digital Camera M400 Black,Digital Cameras,Cameras and camcorders ,Edo,South South
16705,30 08 2013,17.15,163,24,Catalog,Adventist Promotion,Proseware Office Jet All-in-One Printer M500 Black,"Printers, Scanners & Fax",Computers,Ebonyi,South East
16707,14 05 2014,110.82,456.9,24,Reseller,Easter Promotion,Fabrikam Laptop14.1W M4180 Red,Laptops,Computers,Kwara,North Central
16708,9 05 2012,157.33,219.95,15,Store,No Discount,WWI Desktop PC1.60 E1600 Silver,Desktops,Computers,Delta,South South
16710,4 12 2012,25.25,699,8,Store,Convention Promotion,Litware Home Theater System 5.1 Channel M512 Silver,Home Theater System,TV and Video,Jigawa,North West
16711,27 11 2012,476.14,"1,520.00",26,Online,Xmas Holiday Promotion,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Grey,Camcorders,Cameras and camcorders ,Kwara,North Central
16712,1 05 2014,2.99,56.99,10,Store,No Discount,SV DVD Player M100 Black,Movie DVD,"Music, Movies and Audio Books",Borno,North East
16713,29 06 2014,6.95,15.5,24,Store,No Discount,Kekule USB Optical Mouse E200 Grey,Computers Accessories,Computers,Osun,South West
16714,5 12 2013,104.61,248,13,Store,Winners Promotion,Proseware High-Performance Business-Class Laser Fax X200 White,"Printers, Scanners & Fax",Computers,Edo,South South
16715,21 10 2012,153.68,169,13,Store,Winners Promotion,Proseware Ink Jet All in one M300 Grey,"Printers, Scanners & Fax",Computers,Zamfara,North West
16716,2 12 2012,5.61,12.66,13,Store,Xmas Holiday Promotion,SV DVD 55DVD Storage Binder M56 Red,Movie DVD,"Music, Movies and Audio Books",Delta,South South
16721,18 04 2012,206.16,380,10,Store,No Discount,The Phone Company PDA Wifi 4.7-inch L290 White,Smart phones & PDAs ,Cell phones,Delta,South South
16722,16 09 2012,0.63,12.95,5,Store,No Discount,Kekule Mouse Lock Bundle E200 Black,Computers Accessories,Computers,Akwa Ibom,South South
16723,17 06 2012,10.8,12.66,12,Reseller,No Discount,Kekule DVD 55DVD Storage Binder M56 Black,Movie DVD,"Music, Movies and Audio Books",Kwara,North Central
16724,2 12 2012,143.05,231,13,Catalog,Winners Promotion,A. Datum Full Frame Digital Camera X300 Pink,Digital Cameras,Cameras and camcorders ,Ebonyi,South East
16726,3 06 2012,137,363.5,10,Store,No Discount,Fabrikam Laptop8.9 M0801 Silver,Laptops,Computers,Edo,South South
16729,19 01 2012,54.16,165,4,Store,Deeper Promotion,A. Datum Ultra Compact Digital Camera M190 Pink,Digital Cameras,Cameras and camcorders ,Jigawa,North West
16730,17 01 2013,183.29,299,9,Store,Deeper Promotion,The Phone Company PDA Phone 3.5 inches M320 Black,Smart phones & PDAs ,Cell phones,Borno,North East
16732,13 01 2014,7.47,22.89,9,Store,Hammartan Promotion,SV DVD 60 DVD Storage Binder L20 Black,Movie DVD,"Music, Movies and Audio Books",Nasarawa,North Central
16734,22 09 2012,437.62,880,50,Online,No Discount,"Fabrikam Business Videographer 1/2"" 3mm M500 Orange",Camcorders,Cameras and camcorders ,Kwara,North Central
16735,26 04 2013,81.02,129,24,Online,Easter Promotion,Proseware LCD17W E202 White,Monitors,Computers,Kwara,North Central
16736,7 07 2014,450.59,559,12,Store,Adventist Promotion,WWI Desktop PC2.30 M2300 Brown,Desktops,Computers,Zamfara,North West
16738,10 10 2013,97.9,121,13,Store,Winners Promotion,Proseware Scan Jet Digital Flat Bed Scanner M300 White,"Printers, Scanners & Fax",Computers,Kaduna,North West
16739,7 02 2012,100.1,208,9,Store,Deeper Promotion,The Phone Company Smart phones 160x160 M26 Black,Smart phones & PDAs ,Cell phones,Ebonyi,South East
16741,15 06 2012,125.57,165,6,Store,Adventist Promotion,A. Datum Ultra Compact Digital Camera M190 Silver,Digital Cameras,Cameras and camcorders ,Delta,South South
16742,3 09 2012,295.42,673,24,Store,Adventist Promotion,Kekule SLR Camera X144 Gold,Digital SLR Cameras,Cameras and camcorders ,Borno,North East
16744,5 12 2014,36.02,266,13,Store,Winners Promotion,The Phone Company PDA Handheld 3.7 inch M630 Black,Smart phones & PDAs ,Cell phones,Edo,South South
16746,10 11 2013,150.82,189,13,Catalog,Winners Promotion,The Phone Company Touch Screen Phones - CRT M11 Grey,Touch Screen Phones ,Cell phones,Ebonyi,South East
16747,23 01 2012,95.15,190,4,Store,Deeper Promotion,Kekule Screen 100in E010 Silver,Projectors & Screens,Computers,Borno,North East
16748,18 04 2012,80.73,290,10,Store,No Discount,A. Datum Super-zoom Digital Camera X300 Pink,Digital Cameras,Cameras and camcorders ,Bayelsa,South South
16749,8 08 2012,105.87,119.99,12,Online,August Promotion,"Simpson 13"" Color TV E25 Black",Televisions,TV and Video,Nasarawa,North Central
16751,4 07 2013,1.21,49.96,12,Store,Adventist Promotion,Kekule Carrying Case E312 White,Cameras & Camcorders Accessories,Cameras and camcorders ,Akwa Ibom,South South
16752,7 07 2014,42.78,78,20,Online,No Discount,Proseware Ink Jet Fax Machine E100 Black,"Printers, Scanners & Fax",Computers,Kwara,North Central
16754,29 11 2013,29.19,56.9,13,Store,Winners Promotion,SV 8xDVD E130 Black,VCD & DVD,TV and Video,Edo,South South
16755,20 01 2012,42.79,47.95,8,Online,Deeper Promotion,NT Wireless Bluetooth Stereo Headphones E102 White,Bluetooth Headphones,Audio,Ebonyi,South East
16756,22 01 2013,331.34,699,12,Online,New Year Promotion,WWI Laptop15 M0150 Black,Laptops,Computers,Nasarawa,North Central
16759,30 09 2012,0.87,9.5,10,Store,No Discount,Kekule Education Essentials Bundle M300 Grey,Computers Accessories,Computers,Kebbi,North West
16760,8 10 2013,210.47,269,8,Store,Convention Promotion,SV Car Video TFT6.2W E6282 Black,Car Video,TV and Video,Zamfara,North West
16761,20 11 2013,6.52,33.99,26,Online,Winners Promotion,SV 512MB Laptop memory E800 Silver,Computers Accessories,Computers,Ebonyi,South East
16762,27 12 2011,0.03,9.5,9,Store,Deeper Promotion,Kekule Education Essentials Bundle M300 Black,Computers Accessories,Computers,Delta,South South
